NIT,RAZON_SOCIAL,DEPARTAMENTO,MUNICIPIO,CIIU,DESCRIPCION_CIIU
900447906,KINGSPAN PANELES AISLADOS SAS,BOLÍVAR,CARTAGENA DE INDIAS,2511,Fabricación de productos metálicos para uso estructural
901502006,CONSTRUCCIÓN Y ADMINISTRACIÓN S.A. SUCURSAL COLOMBIA,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4210,Construcción de carreteras y vías de ferrocarril
830050856,MILLENIUM BPO SA ,CUNDINAMARCA,COTA,8220,Actividades de centros de llamadas (call center)
890100164,AUTOMERCANTIL DEL CARIBE S.A.S.,ATLÁNTICO,BARRANQUILLA,4511,Comercio de vehículos automotores nuevos
901056917,ANDINO CHEMICAL COLOMBIA SAS,ATLÁNTICO,BARRANQUILLA,4664,"Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario"
891200162,PUYO SA,NARIÑO,PASTO,4631,Comercio al por mayor de productos alimenticios
860030723,MATERIALES ELECTRICOS Y MECANICOS SAS,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4652,"Comercio al por mayor de equipo, partes y piezas electrónicos y de telecomunicaciones"
901299665,FINCIMEC SPA SUCURSAL COLOMBIA FINCIMEC SPA SUCURSAL COLOMBIA,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",3312,Mantenimiento y reparación especializado de maquinaria y equipo
900836914,SOTH INTERNATIONAL SAS,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",7490,"Otras actividades profesionales, científicas y técnicas n.c.p."
830094425,FISERV COLOMBIA LIMITADA,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",6202,Actividades de consultoría informática y actividades de administración de instalaciones informáticas
900273253,SOCIEDAD PORTUARIA PUERTO NUEVO S.A.,MAGDALENA,CIÉNAGA,5222,Actividades de puertos y servicios complementarios para el transporte acuático
811042792,PRODUCTOS RIKATAS SAS,ANTIOQUIA,MEDELLÍN,1011,Procesamiento y conservación de carne y productos cárnicos
844003151,COSECHAR SAS,META,VILLAVICENCIO,4664,"Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario"
830009600,NASES EST EMPRESA DE SERVICIOS TEMPORALES SAS,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",7820,Actividades de empresas de servicios temporales
900989024,C.I MINERAL METALS LOGISTICS & SOLUTIONS S.A.S.,ANTIOQUIA,MEDELLÍN,4662,Comercio al por mayor de metales y productos metalíferos
900893377,C.I. INTI MINING GROUP SAS,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4665,"Comercio al por mayor de desperdicios, desechos y chatarra"
860076279,OMNIPARTS S.A.S.,CUNDINAMARCA,COTA,4530,"Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores"
901061110,BIO CONCENTRADOS SAS,SANTANDER,GIRÓN,1090,Elaboración de alimentos preparados para animales
811022302,FEDEAL SAS,ANTIOQUIA,ITAGÜÍ,1051,Elaboración de productos de molinería
900099945,GLOBAL SERVICE PHARMACEUTICAL SAS,ANTIOQUIA,MEDELLÍN,4645,"Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador"
804004100,MR INGENIEROS SAS,BOLÍVAR,CARTAGENA DE INDIAS,4290,Construcción de otras obras de ingeniería civil
900964443,ONELINK SAS,ANTIOQUIA,BELLO,8220,Actividades de centros de llamadas (call center)
901444226,DISTRIBUIDORA SURTIVEL SAS,ANTIOQUIA,CAUCASIA,4620,Comercio al por mayor de materias primas agropecuarias; animales vivos
860056330,COMERCIALIZADORA DE AUTOS MARCALI SAS ,VALLE DEL CAUCA,SANTIAGO DE CALI,4511,Comercio de vehículos automotores nuevos
890212212,MULTIEMPLEOS SA,SANTANDER,BUCARAMANGA,7820,Actividades de empresas de servicios temporales
806010305,ESE HOSPITAL LOCAL CARTAGENA DE INDIAS,BOLÍVAR,CARTAGENA DE INDIAS,8610,"Actividades de hospitales y clínicas, con internación"
804005914,COMPUMAX COMPUTER S.A.S,SANTANDER,BUCARAMANGA,2620,Fabricación de computadoras y de equipo periférico
800065567,FABRICA DE ALIMENTOS PROCESADOS VENTOLINI S.A,VALLE DEL CAUCA,SANTIAGO DE CALI,1040,Elaboración de productos lácteos
830053360,ARDIKO A&S SUMINISTROS Y SERVICIOS SAS,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",5629,Actividades de otros servicios de comidas
860072279,DOBLE A INGENIERÍA S.A.S.,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4210,Construcción de carreteras y vías de ferrocarril
900006406,EL ROBLE MOTOR S.A.S.,ANTIOQUIA,MEDELLÍN,4511,Comercio de vehículos automotores nuevos
830039329,IMAGE QUALITY OUTSOURCING SAS,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",6311,"Procesamiento de datos, alojamiento (hosting) y actividades relacionadas"
860078622,RANSA COLOMBIA,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",1011,Procesamiento y conservación de carne y productos cárnicos
900465319,OINSAMED S.A.S.,ATLÁNTICO,BARRANQUILLA,8610,"Actividades de hospitales y clínicas, con internación"
800050749,T.M. S.A. ,CALDAS,MANIZALES,4632,Comercio al por mayor de bebidas y tabaco
900218736,CONVATEC COLOMBIA LTDA,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4645,"Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador"
830108482,INVERSIONES DAMA SALUD SAS,ANTIOQUIA,MEDELLÍN,8622,Actividades de la práctica odontológica
901211275,OLEO INVERSIONES S.A.S -ZOMAC,CASANARE,MANÍ,1031,Extracción de aceites de origen vegetal crudos
900213759,LA RECETTA SOLUCIONES GASTRONOMICAS INTEGRADAS S.A.S.,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4610,Comercio al por mayor a cambio de una retribución o por contrata
900196221,INTERNACIONAL DE ABASTOS Y LICORES SAS,ANTIOQUIA,ITAGÜÍ,4632,Comercio al por mayor de bebidas y tabaco
900432454,LACTEOS RIO GRANDE SAS,MAGDALENA,PLATO,1040,Elaboración de productos lácteos
860005289,ASCENSORES SCHINDLER DE COLOMBIA SAS,ANTIOQUIA,MEDELLÍN,4329,Otras instalaciones especializadas
800040014,PAVIMENTAR SA,ANTIOQUIA,MEDELLÍN,4210,Construcción de carreteras y vías de ferrocarril
900978700,ACCIONES EFECTIVA E INTEGRALES SAS,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",7820,Actividades de empresas de servicios temporales
900007044,BLANCO Y NEGRO MASIVO SA,VALLE DEL CAUCA,YUMBO,4921,Transporte de pasajeros
890907841,"ALMACEN RODAMIENTOS S,A",ANTIOQUIA,MEDELLÍN,4690,Comercio al por mayor no especializado
900274660,INSTITUTO COLOMBIANO DEL DOLOR S.A.S,ANTIOQUIA,MEDELLÍN,8610,"Actividades de hospitales y clínicas, con internación"
860036649,ESPUMADOS S.A.,CUNDINAMARCA,SOACHA,2221,Fabricación de formas básicas de plástico
860005062,QUIMICA INTERNACIONAL  S.A. QUINTAL S.A.,ATLÁNTICO,BARRANQUILLA,2029,Fabricación de otros productos químicos n.c.p.
900768534,INTEGRAL GROUP SOLUTION S.A.S.,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",8299,Otras actividades de servicio de apoyo a las empresas n.c.p.
900512356,CAPGEMINI COLOMBIA SAS,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",6201,"Actividades de desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas)"
892120119,VIGILANCIA GUAJIRA LTDA,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",8010,Actividades de seguridad privada
813007147,REINDUSTRIAS SAS,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4511,Comercio de vehículos automotores nuevos
800095951,JMV INGENIEROS SAS,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4290,Construcción de otras obras de ingeniería civil
900932184,C.I. GESTION EL REAL S.A.S.,ANTIOQUIA,CAUCASIA,4662,Comercio al por mayor de metales y productos metalíferos
805027111,FRUTICOLA DE COLOMBIA SAS,VALLE DEL CAUCA,YUMBO,4631,Comercio al por mayor de productos alimenticios
900900122,HEALTH & LIFE IPS SAS SIGLA H&L UCC SAS,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",8610,"Actividades de hospitales y clínicas, con internación"
800148972,SERVIOLA SAS,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",7820,Actividades de empresas de servicios temporales
891100881,MORENO VARGAS SOCIEDAD ANONIMA,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4290,Construcción de otras obras de ingeniería civil
901546465,AGRICOLA DE LOS LLANOS SAS,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",0124,Cultivo de caña de azúcar
800133063,FALCON FARMS DE COLOMBIA SA,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",0125,Cultivo de flor de corte
901254982,DISTRIBUCIONES ELECTRICAS AC SAS,NARIÑO,PASTO,4663,"Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción"
860003012,MANUFACTURAS DE CEMENTO S.A. - EN REORGANIZACIÓN,CUNDINAMARCA,COTA,2395,"Fabricación de artículos de hormigón, cemento y yeso"
800164351,PULPAFRUIT SAS,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",1020,"Procesamiento y conservación de frutas, legumbres, hortalizas y tubérculos"
900421895,FUNDACIÓN CLINICA DEL NORTE,ANTIOQUIA,BELLO,8610,"Actividades de hospitales y clínicas, con internación"
901183491,HUBSPOT LATIN AMERICA SAS,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",6201,"Actividades de desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas)"
860002455,BARNES DE COLOMBIA SA,CUNDINAMARCA,FUNZA,2813,"Fabricación de otras bombas, compresores, grifos y válvulas"
800070655,MAQUITE SA,VALLE DEL CAUCA,SANTIAGO DE CALI,5611,Expendio a la mesa de comidas preparadas
807004352,EMPRESA SOCIAL DEL ESTADO IMSALUD,NORTE DE SANTANDER,SAN JOSÉ DE CÚCUTA,8621,"Actividades de la práctica médica, sin internación"
901383488,DECOWRAPS COLOMBIA SAS,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",2229,Fabricación de artículos de plástico n.c.p.
830001338,SUMIMAS SAS,CUNDINAMARCA,COTA,4649,Comercio al por mayor de otros utensilios domésticos n.c.p.
890911972,SEGURIDAD RECORD DE COLOMBIA LTDA,ANTIOQUIA,MEDELLÍN,8010,Actividades de seguridad privada
860005074,NCR COLOMBIA LTDA,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4651,"Comercio al por mayor de computadores, equipo periférico y programas de informática"
860032057,SALGADO MELENDEZ Y ASOCIADOS INGENIEROS CONSULTORES S.A.S.,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",7112,Actividades de ingeniería y otras actividades conexas de consultoría técnica
830049051,JOHNSON CONTROLS COLOMBIA  LIMITADA,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4669,Comercio al por mayor de otros productos n.c.p.
900591195,EXCELCREDIT SA,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",6499,"Otras actividades de servicio financiero, excepto las de seguros y pensiones n.c.p."
860013715,RECIEND SOCIEDAD POR ACCIONES SIMPLIFICADA,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4664,"Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario"
890304140,IMPORTADORA CALI SA ,VALLE DEL CAUCA,YUMBO,4530,"Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores"
830099847,SOFTTEK RENOVATION S.A.S,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",6202,Actividades de consultoría informática y actividades de administración de instalaciones informáticas
890801451,RIDUCO S.A ,CALDAS,MANIZALES,2229,Fabricación de artículos de plástico n.c.p.
900449548,CONTOURGLOBAL LATAM SAS,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",6499,"Otras actividades de servicio financiero, excepto las de seguros y pensiones n.c.p."
900982062,TICSA COLOMBIA,ANTIOQUIA,MEDELLÍN,4220,Construcción de proyectos de servicio público
900817115,GRUPO AEROPORTUARIO DEL CARIBE S.A.S,ATLÁNTICO,SOLEDAD,5223,"Actividades de aeropuertos, servicios de navegación aérea y demás actividades conexas al transporte aéreo"
830022354,COMERCIALIZADORA DE VEHICULOS IMPORTADOS S A,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4511,Comercio de vehículos automotores nuevos
901240442,CAPITALBUS SAS,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4921,Transporte de pasajeros
901148432,IGT SERVICES AND TECHNOLOGIES COLOMBIA SAS,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",6202,Actividades de consultoría informática y actividades de administración de instalaciones informáticas
804011536,SEGURIDAD ACROPOLIS LTDA,SANTANDER,BUCARAMANGA,8010,Actividades de seguridad privada
899999002,EMPRESA COLOMBIANA DE PRODUCTOS VETERINARIOS S.A VECOL S.A  ,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",2100,"Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico"
830113600,INVERSEGOVIA SAS,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",7490,"Otras actividades profesionales, científicas y técnicas n.c.p."
890204797,COMERTEX SAS,SANTANDER,GIRÓN,4641,"Comercio al por mayor de productos textiles, productos confeccionados para uso doméstico"
901023218,HQ5 S.A.S.,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",7820,Actividades de empresas de servicios temporales
800078508,SOCIEDAD DE COMERCIALIZACION INTERNACIONAL FABRICA DE ACEITES Y MARGARINAS DEL MAGDALENA SA,MAGDALENA,CIÉNAGA,1032,Elaboración de aceites y grasas de origen vegetal refinados
900423379,SUPERCERDO PAISA SAS,ANTIOQUIA,MEDELLÍN,0144,Cría de ganado porcino
900210032,"NTT DATA SPAIN S.L, SUCURSAL EN COLOMBIA","BOGOTÁ, D.C.","BOGOTÁ, D.C.",6202,Actividades de consultoría informática y actividades de administración de instalaciones informáticas
891409981,CLINICA LOS ROSALES S.A,RISARALDA,PEREIRA,8610,"Actividades de hospitales y clínicas, con internación"
860004137,FLOWSERVE COLOMBIA S.A.S,CUNDINAMARCA,MOSQUERA,2813,"Fabricación de otras bombas, compresores, grifos y válvulas"
830082693,ARCOMAT SAS,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",7112,Actividades de ingeniería y otras actividades conexas de consultoría técnica
860006560,LIGA COLOMBIANA CONTRA EL CÁNCER,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",8621,"Actividades de la práctica médica, sin internación"
901216768,ADELANTE SOLUCIONES FINANCIERAS S.A.S.,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",6499,"Otras actividades de servicio financiero, excepto las de seguros y pensiones n.c.p."
830129289,SOLARTE NACIONAL DE CONSTRUCCIONES SAS,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4210,Construcción de carreteras y vías de ferrocarril
901196161,NEDIC COLOMBIA SAS,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4645,"Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador"
900147238,APORTES EN LINEA SA ,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",6311,"Procesamiento de datos, alojamiento (hosting) y actividades relacionadas"
800115720,R G DISTRIBUCIONES S A ,RISARALDA,DOSQUEBRADAS,4663,"Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción"
816007754,EMPRENDER S.A.,RISARALDA,PEREIRA,4711,"Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos, bebidas (alcohólicas y no alcohólicas) o tabaco"
900381993,AGROQUIMICOS PARA LA AGRICULTURA COLOMBIANA SAS,CUNDINAMARCA,COTA,4664,"Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario"
900614334,YILCOQUE SAS,NORTE DE SANTANDER,SAN JOSÉ DE CÚCUTA,1910,Fabricación de productos de hornos de coque
800240450,PHILIPPI PRIETOCARRIZOSA FERRERO DU & URIA SAS ,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",6910,Actividades jurídicas
901381111,CJR RENEWABLES COLOMBIA S.A.S Z.E.S.E,LA GUAJIRA,RIOHACHA,2819,Fabricación de otros tipos de maquinaria y equipo de uso general n.c.p.
805020771,AGRICULTURA Y SERVICIOS SAS,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4664,"Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario"
860090819,CONTEIN SAS,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4290,Construcción de otras obras de ingeniería civil
891200240,HOSPITAL INFANTIL LOS ANGELES,NARIÑO,PASTO,8610,"Actividades de hospitales y clínicas, con internación"
800119297,GESTIONES Y REPRESENTACIONES CHIA SAS,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",0161,Actividades de apoyo a la agricultura
900209807,SLACOL SAS ,CUNDINAMARCA,TENJO,7112,Actividades de ingeniería y otras actividades conexas de consultoría técnica
830022462,ORICA COLOMBIA SAS,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4664,"Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario"
816006016,COMESTIBLES INTEGRALES S.A.S,RISARALDA,DOSQUEBRADAS,1081,Elaboración de productos de panadería
830058737,VQ INGENIERIA S.A.S.,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",7112,Actividades de ingeniería y otras actividades conexas de consultoría técnica
860052989,SUTEX SAS,CUNDINAMARCA,COTA,4641,"Comercio al por mayor de productos textiles, productos confeccionados para uso doméstico"
860518673,PALMERAS DEL LLANO SA BIC,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",0126,Cultivo de palma para aceite (palma africana) y otros frutos oleaginosos
811031137,PROCO INC,ANTIOQUIA,RIONEGRO,1311,Preparación e hilatura de fibras textiles
830018198,PASTEURIZADORA SANTODOMINGO S A,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",1040,Elaboración de productos lácteos
890906904,SIMEX SAS,ANTIOQUIA,ENVIGADO,2229,Fabricación de artículos de plástico n.c.p.
800179736,TRIADA SAS,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4111,Construcción de edificios residenciales
900795808,SAMSUNG SDS GLOBAL SCL COLOMBIA S.A.S ,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",5229,Otras actividades complementarias al transporte
900817788,CLÍNICA DE MARLY JORGE CAVELIER GAVIRIA S.A.S,CUNDINAMARCA,CHÍA,8610,"Actividades de hospitales y clínicas, con internación"
890933815,AVERY DENNISON COLOMBIA SAS,ANTIOQUIA,ENVIGADO,4669,Comercio al por mayor de otros productos n.c.p.
834001427,TECNIORIENTE ENERGY AND WELL SERVICES SAS,ARAUCA,ARAUCA,3311,Mantenimiento y reparación especializado de productos elaborados en metal
901040398,SNETOR COLOMBIA SAS,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4664,"Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario"
900253413,MEAD JOHNSON NUTRITION COLOMBIA LTDA,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4631,Comercio al por mayor de productos alimenticios
830051740,PROTEX SAS,CUNDINAMARCA,FUNZA,4645,"Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador"
900115386,C.I. NATURMEGA S.A.,ATLÁNTICO,BARRANQUILLA,2100,"Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico"
900208503,VIAS Y EXPLANACIONES S.A.,ANTIOQUIA,MEDELLÍN,0990,Actividades de apoyo para otras actividades de explotación de minas y canteras
900482687,MM PACKAGING COLOMBIA SAS,VALLE DEL CAUCA,YUMBO,1709,Fabricación de otros artículos de papel y cartón
900315569,VOLVO GROUP COLOMBIA S.A.S.,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4530,"Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores"
900749336,ALMACONTACT SAS,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",8220,Actividades de centros de llamadas (call center)
900800051,CPA DISTRIBUCION DE COLOMBIA SAS,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4644,Comercio al por mayor de aparatos y equipo de uso doméstico
802011242,"EFI SERVICIOS POR ACCIONES SIMPLIFICADAS, EFI SERVICIOS SAS",ATLÁNTICO,BARRANQUILLA,7820,Actividades de empresas de servicios temporales
901016903,SQM COLOMBIA SAS ,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4664,"Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario"
900069557,INVERSIONES EL MERCADEO SAS,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4711,"Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos, bebidas (alcohólicas y no alcohólicas) o tabaco"
800161555,HARINERA INDUPAN SAS,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",1051,Elaboración de productos de molinería
900215262,POLIGROW COLOMBIA SAS,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",1031,Extracción de aceites de origen vegetal crudos
811007144,CEDIMED S.A.S,ANTIOQUIA,MEDELLÍN,8691,Actividades de apoyo diagnóstico
900871479,AVISTA COLOMBIA S.A.S. BIC ,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",6619,Otras actividades auxiliares de las actividades de servicios financieros n.c.p.
901122559,ESMERALDAS MINING SERVICES S.A.S,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",0820,"Extracción de esmeraldas, piedras preciosas y semipreciosas"
890312779,S&A SERVICIOS Y ASESOCIAS  SAS ,VALLE DEL CAUCA,SANTIAGO DE CALI,7820,Actividades de empresas de servicios temporales
830002181,GRUPO MOK COLOMBIA SAS,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",7020,Actividades de consultoría de gestión
900520112,PRIMADERA S.A.S.,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",1620,"Fabricación de hojas de madera para enchapado; fabricación de tableros contrachapados, tableros laminados, tableros de partículas y otros tableros y paneles"
900316481,PAULANDIA SAS,ANTIOQUIA,BARBOSA,0145,Cría de aves de corral
800231604,DROGAS S&S S.A.S,ATLÁNTICO,BARRANQUILLA,4645,"Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador"
860013874,INSTITUTO ROOSEVELT,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",8621,"Actividades de la práctica médica, sin internación"
822000138,INGECON S.A.,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4290,Construcción de otras obras de ingeniería civil
901108023,EXPRESS LUCK COLOMBIA S.A.S,CUNDINAMARCA,GACHANCIPÁ,2640,Fabricación de aparatos electrónicos de consumo
800049960,TECNITENQUES INGENIEROS S.AS. EN REORGANIZACION,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",2512,"Fabricación de tanques, depósitos y recipientes de metal, excepto los utilizados para el envase o el transporte de mercancías"
800078108,MORE PRODUCTS S.A.S,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4690,Comercio al por mayor no especializado
860064081,HILANDERIA UNIVERSAL S.A.S,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",1311,Preparación e hilatura de fibras textiles
901085835,SINEA ZONA FRANCA S.A.S.,CUNDINAMARCA,TOCANCIPÁ,2229,Fabricación de artículos de plástico n.c.p.
860029045,INTERNATIONAL FLAVORS AND FRAGRANCES COLOMBIA SAS,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4669,Comercio al por mayor de otros productos n.c.p.
900999139,HUAWEI TECHNOLOGIES MANAGED SERVICE COLOMBIA S.A.S.,ANTIOQUIA,MEDELLÍN,6190,Otras actividades de telecomunicaciones
901032289,NEPTUNO CAPITAL S.A.S.,ANTIOQUIA,ITAGÜÍ,7010,Actividades de administración empresarial
900727478,ISDIN COLOMBIA SAS,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4645,"Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador"
900365405,SANDVIK COLOMBIA S A S,ANTIOQUIA,GIRARDOTA,4649,Comercio al por mayor de otros utensilios domésticos n.c.p.
900914418,OBRASCON HUARTE LAIN S A SUCURSAL COLOMBIA,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4290,Construcción de otras obras de ingeniería civil
812004935,CLINICA MATERNO INFANTIL CASA DEL NIÑO S.A.S,CÓRDOBA,MONTERÍA,8610,"Actividades de hospitales y clínicas, con internación"
890929497,MAPER SAS,ANTIOQUIA,LA ESTRELLA,2599,Fabricación de otros productos elaborados de metal n.c.p.
900512364,MOVILSERVICIOS S.A.S,TOLIMA,IBAGUÉ,6190,Otras actividades de telecomunicaciones
900490865,ZOETIS COLOMBIA S.A.S,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4645,"Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador"
810000598,AGUAS DE MANIZALES S.A  E.S.P,CALDAS,MANIZALES,3600,"Captación, tratamiento y distribución de agua"
900959750,AGROCOMODITIES SAS,VALLE DEL CAUCA,SANTIAGO DE CALI,4631,Comercio al por mayor de productos alimenticios
800183943,CLINICA SANTA MARIA SAS,SUCRE,SINCELEJO,8610,"Actividades de hospitales y clínicas, con internación"
900311092,SERVICIOS BOLIVAR S.A,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",6312,Portales web
800035120,AGRINDUSTRIAL SAN JOSE S.A,CALDAS,MANIZALES,0145,Cría de aves de corral
900407148,LAFAM SAS,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4774,Comercio al por menor de otros productos nuevos en establecimientos especializados
800059688,ALURA ANIMAL HEALTH & NUTRITION S.A.S,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",2100,"Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico"
900418860,MARKETING OIL COMPANY SAS,CUNDINAMARCA,MADRID,4661,"Comercio al por mayor de combustibles sólidos, líquidos, gaseosos y productos conexos"
860028462,COVINOC SA ,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",8299,Otras actividades de servicio de apoyo a las empresas n.c.p.
900836437,SANY COLOMBIA SAS,CUNDINAMARCA,CHÍA,4659,Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.
800000118,EMPRESA SOCIAL DEL ESTADO HOSPITAL DEPARTAMENTAL UNIVERSITARIO DEL QUINDIO SAN JUAN DE DIOS,QUINDÍO,ARMENIA,8610,"Actividades de hospitales y clínicas, con internación"
800134597,IMCD COLOMBIA SAS,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4664,"Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario"
900448782,FOUNDEVER CORPORATION COLOMBIA S.A.S,ATLÁNTICO,BARRANQUILLA,8220,Actividades de centros de llamadas (call center)
860074578,INACSA SAS,CUNDINAMARCA,SOPÓ,3120,Fabricación de colchones y somieres
901024705,CONCARMIN COAL S.A.S,NORTE DE SANTANDER,SAN JOSÉ DE CÚCUTA,4661,"Comercio al por mayor de combustibles sólidos, líquidos, gaseosos y productos conexos"
830510991,CLÍNICA ESPECIALIZADA LA CONCEPCIÓN S.A.S,SUCRE,SINCELEJO,8610,"Actividades de hospitales y clínicas, con internación"
802021888,PROMISOL S.A.S.,ATLÁNTICO,BARRANQUILLA,0910,Actividades de apoyo para la extracción de petróleo y de gas natural
