NIT,RAZON_SOCIAL,DEPARTAMENTO,MUNICIPIO,CIIU,DESCRIPCION_CIIU
890800718,SUCESORES DE JOSE JESUS RESTREPO & CIA. S.A. CASA LUKER S.A.,CALDAS,MANIZALES,1082,"Elaboración de cacao, chocolate y productos de confitería"
891300238,INGENIO PROVIDENCIA S.A ,VALLE DEL CAUCA,SANTIAGO DE CALI,1071,Elaboración y refinación de azúcar
860000006,TEAM FOODS COLOMBIA SA,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",1032,Elaboración de aceites y grasas de origen vegetal refinados
890800128,CENTRAL HIDROELECTRICA DE CALDAS S.A. E.S.P.,CALDAS,MANIZALES,3513,Distribución de energía eléctrica
860002538,NOVARTIS DE COLOMBIA S.A.,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4645,"Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador"
892300678,ETICOS SERRANO  GOMEZ LTDA,ATLÁNTICO,BARRANQUILLA,4773,"Comercio al por menor de productos farmacéuticos y medicinales, cosméticos y artículos de tocador en establecimientos especializados"
830140321,HUAWEI TECHNOLOGIES COLOMBIA S.A.S.,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4652,"Comercio al por mayor de equipo, partes y piezas electrónicos y de telecomunicaciones"
800130426,GYJ FERRETERIAS S.A.,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4663,"Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción"
900553170,EMBOTELLADORA DE LA SABANA SAS  ,CUNDINAMARCA,TOCANCIPÁ,1104,"Elaboración de bebidas no alcohólicas, producción de aguas minerales y otras aguas embotelladas"
890301886,FABRICA NACIONAL DE AUTOPARTES FANALCA S.A,VALLE DEL CAUCA,YUMBO,3091,Fabricación de motocicletas
860015753,COLOMBIANA KIMBERLY COLPAPEL S.A.S,ANTIOQUIA,BARBOSA,1709,Fabricación de otros artículos de papel y cartón
860525148,FIDUPREVISORA FONDO DE PRESTACIONES SOCIALES DEL MAGISTERIO,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",6431,"Fideicomisos, fondos y entidades financieras similares"
860004922,PRODUCTOS NATURALES DE LA SABANA S.A.S BIC,CUNDINAMARCA,CAJICÁ,1040,Elaboración de productos lácteos
900580962,DISFARMA G.C. S.A.S.,SANTANDER,GIRÓN,4645,"Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador"
830002366,BIMBO DE COLOMBIA S A,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",1081,Elaboración de productos de panadería
860000452,MANUFACTURAS ELIOT SAS,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",1312,Tejeduría de productos textiles
890900281,INDUSTRIAS HACEB S.A. ,ANTIOQUIA,COPACABANA,2750,Fabricación de aparatos de uso doméstico
800206842,BAKER HUGHES DE COLOMBIA,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",0910,Actividades de apoyo para la extracción de petróleo y de gas natural
830129327,FARMATODO COLOMBIA SA,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4711,"Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos, bebidas (alcohólicas y no alcohólicas) o tabaco"
860002175,SCHLUMBERGER SURENCO S.A.,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",0910,Actividades de apoyo para la extracción de petróleo y de gas natural
900110594,OLAM AGRO COLOMBIA SAS,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",1061,Trilla de café
900780755,FORD MOTOR COLOMBIA S A S ,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4511,Comercio de vehículos automotores nuevos
860020058,DISTRIBUIDORA TOYOTA SAS ,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4511,Comercio de vehículos automotores nuevos
800106339,COLMEDICA MEDICINA PREPAGADA SA,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",6521,Servicios de seguros sociales de salud
860032463,PERENCO COLOMBIA LIMITED,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",0610,Extracción de petróleo crudo
891800111,DIACO S.A.,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",2410,Industrias básicas de hierro y de acero
900777972,C I TRAFIGURA COAL COLOMBIA SAS,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4661,"Comercio al por mayor de combustibles sólidos, líquidos, gaseosos y productos conexos"
830018214,MPS MAYORISTA DE COLOMBIA SA,CUNDINAMARCA,COTA,4651,"Comercio al por mayor de computadores, equipo periférico y programas de informática"
811012271,GRUPO DE INVERSIONES SURAMERICANA S.A.,ANTIOQUIA,MEDELLÍN,6613,Otras actividades relacionadas con el mercado de valores
860003216,PRODUCTOS ROCHE S.A.,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4645,"Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador"
890801748,MABE COLOMBIA S.A.S  ,CALDAS,MANIZALES,2750,Fabricación de aparatos de uso doméstico
900104517,BIO D S.A. USUARIO OPERADOR DE ZONA FRANCA,CUNDINAMARCA,FACATATIVÁ,2029,Fabricación de otros productos químicos n.c.p.
900327290,DERCO COLOMBIA SAS,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4511,Comercio de vehículos automotores nuevos
830006051,DIAGEO COLOMBIA S.A.,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4632,Comercio al por mayor de bebidas y tabaco
891903333,CARCAFE LTDA.,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",1061,Trilla de café
800216181,GRUPO AVAL ACCIONES Y VALORES S A ,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4799,"Otros tipos de comercio al por menor no realizado en establecimientos, puestos de venta o mercados"
800141506,THE ELITE FLOWER SAS CI,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4620,Comercio al por mayor de materias primas agropecuarias; animales vivos
900880846,CONCESIONARIA VIAL UNIÓN DEL SUR SAS,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4210,Construcción de carreteras y vías de ferrocarril
800095254,AMERICAN AIRLINES INC. SUCURSAL COLOMBIANA,ANTIOQUIA,RIONEGRO,5112,Transporte aéreo internacional de pasajeros
890918965,CI TECNICAS BALTIME DE COLOMBIA SA,MAGDALENA,SANTA MARTA,4620,Comercio al por mayor de materias primas agropecuarias; animales vivos
890302594,MAYAGUEZ S A,VALLE DEL CAUCA,SANTIAGO DE CALI,1071,Elaboración y refinación de azúcar
900047822,PETROBRAS COLOMBIA COMBUSTIBLES S.A,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4661,"Comercio al por mayor de combustibles sólidos, líquidos, gaseosos y productos conexos"
860013771,AJOVER DARNEL SAS,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",2229,Fabricación de artículos de plástico n.c.p.
900335237,GRAN TIERRA OPERATIONS COLOMBIA GMBH SUCURSAL,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",0610,Extracción de petróleo crudo
900320612,SAP COLOMBIA SAS,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",6209,Otras actividades de tecnologías de información y actividades de servicios informáticos
830078966,METROKIA SA,MAGDALENA,SANTA MARTA,4511,Comercio de vehículos automotores nuevos
900218578,SISTEMAS COLOMBIA S A S,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",6201,"Actividades de desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas)"
830025448,GRUPO BOLIVAR S. A.,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",6492,Actividades financieras de fondos de empleados y otras formas asociativas del sector solidario
860000996,RACAFE & CIA SCA,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",1061,Trilla de café
830037774,DRUMMOND COAL MINING LLC,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",0510,Extracción de hulla (carbón de piedra)
830041314,DIRECCION DE SANIDAD POLICIA NACIONAL,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",8699,Otras actividades de atención de la salud humana
890301960,CARVAJAL PULPA Y PAPEL S.A. ,VALLE DEL CAUCA,YUMBO,1701,Fabricación de pulpas (pastas) celulósicas; papel y cartón
811007832,SERVICIOS DE SALUD IPS SURAMERICANA S.A.S,ANTIOQUIA,MEDELLÍN,8699,Otras actividades de atención de la salud humana
860002392,MERCK SHARP & DOHME COLOMBIA S.A.S.,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4645,"Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador"
811043174,ZEUSS SAS,ANTIOQUIA,MEDELLÍN,4661,"Comercio al por mayor de combustibles sólidos, líquidos, gaseosos y productos conexos"
900561761,INGRAM MICRO SAS,CUNDINAMARCA,COTA,4651,"Comercio al por mayor de computadores, equipo periférico y programas de informática"
890900118,CRISTALERÍA PELDAR S.A,ANTIOQUIA,ENVIGADO,2310,Fabricación de vidrio y productos de vidrio
900466209,PORSCHE COLOMBIA SAS,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4511,Comercio de vehículos automotores nuevos
800148312,CÓNDOR SPECIALTY COFFEE SAS,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",1061,Trilla de café
900030538,LENOVO (ASIA PACIFIC) LIMITED SUCURSAL COLOMBIA LENOVO (ASIA PACIFIC) LIMITED SUCURSAL COLOMBIA,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4651,"Comercio al por mayor de computadores, equipo periférico y programas de informática"
900088915,EMPRESA DE SERVICIOS Y FACILITACION INTEGRAL S.A. EASYFLY S.A.,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",5111,Transporte aéreo nacional de pasajeros
860009808,HOLCIM (COLOMBIA) S A,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",2394,"Fabricación de cemento, cal y yeso"
891300241,MANUELITA S.A.,VALLE DEL CAUCA,PALMIRA,1071,Elaboración y refinación de azúcar
800091549,IMPRESISTEM SAS,CUNDINAMARCA,COTA,4651,"Comercio al por mayor de computadores, equipo periférico y programas de informática"
830065063,LG ELECTRONICS COLOMBIA LIMITADA,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4644,Comercio al por mayor de aparatos y equipo de uso doméstico
800135913,"SOCIEDAD DE ACUEDUCTO, ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.",ATLÁNTICO,BARRANQUILLA,3600,"Captación, tratamiento y distribución de agua"
860002134,ABBOTT LABORATORIES DE COLOMBIA SAS,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4645,"Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador"
890333023,SIDERURGICA DEL OCCIDENTE SAS,VALLE DEL CAUCA,YUMBO,2410,Industrias básicas de hierro y de acero
860350697,CONCRETOS ARGOS S.A.S.,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",2395,"Fabricación de artículos de hormigón, cemento y yeso"
890916575,DISLICORES SAS,ANTIOQUIA,MEDELLÍN,4632,Comercio al por mayor de bebidas y tabaco
900294369,COMERCIAL CARD SAS,ANTIOQUIA,MEDELLÍN,6209,Otras actividades de tecnologías de información y actividades de servicios informáticos
860000753,BOEHRINGER INGELHEIM SA,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4645,"Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador"
891401858,OPERADORA AVICOLA COLOMBIA S.A.S.,ANTIOQUIA,MEDELLÍN,0145,Cría de aves de corral
891410137,SUZUKI MOTOR COLOMBIA SA,RISARALDA,PEREIRA,3091,Fabricación de motocicletas
830006735,ALIMENTOS POLAR COLOMBIA SAS  ,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",1051,Elaboración de productos de molinería
891400378,"""PAPELES NACIONALES SA
""",RISARALDA,PEREIRA,1709,Fabricación de otros artículos de papel y cartón
800221789,BRINSA S.A.,ANTIOQUIA,MEDELLÍN,2023,"Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador"
860512330,SERVIENTREGA S.A.,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4923,Transporte de carga por carretera
819004712,C.I. TEQUENDAMA S.A.S.,MAGDALENA,SANTA MARTA,1032,Elaboración de aceites y grasas de origen vegetal refinados
811019012,SURAMERICANA S.A.,ANTIOQUIA,MEDELLÍN,6613,Otras actividades relacionadas con el mercado de valores
890101815,JOHNSON & JOHNSON DE COLOMBIA SA ,VALLE DEL CAUCA,YUMBO,2023,"Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador"
891800219,EMPRESA DE ENERGIA DE BOYACA S.A. ESP,BOYACÁ,TUNJA,3514,Comercialización de energía eléctrica
900268901,CNRIII LTD.SUCURSAL COLOMBIA EN REORGANIZACION ,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",0510,Extracción de hulla (carbón de piedra)
890901672,CRYSTAL SAS ,ANTIOQUIA,SABANETA,1410,"Confección de prendas de vestir, excepto prendas de piel"
890200474,INCUBADORA SANTANDER S.A.,SANTANDER,PIEDECUESTA,0145,Cría de aves de corral
860509514,AUTOGERMANA S.A.S,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4511,Comercio de vehículos automotores nuevos
900848064,CONCESIONARIA VIAL ANDINA S.A.S,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4210,Construcción de carreteras y vías de ferrocarril
805028041,SUPERTIENDAS CAÑAVERAL SAS,VALLE DEL CAUCA,SANTIAGO DE CALI,4711,"Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos, bebidas (alcohólicas y no alcohólicas) o tabaco"
805006014,DIRECTV COLOMBIA LTDA ,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",6020,Actividades de programación y transmisión de televisión
890102110,OLEOFLORES S.A.S. ,ATLÁNTICO,BARRANQUILLA,1031,Extracción de aceites de origen vegetal crudos
805011074,ADIDAS COLOMBIA LTDA,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4643,Comercio al por mayor de calzado
860039561,PFIZER SAS,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4645,"Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador"
800194208,GESTION ENERGETICA S.A. ESP,CALDAS,MANIZALES,3511,Generación de energía eléctrica
860025674,CARACOL TELEVISION S A,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",6020,Actividades de programación y transmisión de televisión
900134430,NOKIA SOLUTIONS AND NETWORKS COLOMBIA LTDA,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",6190,Otras actividades de telecomunicaciones
805009741,COOMEVA MEDICINA PREPAGADA S.A.,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",6511,Seguros generales
800249942,COLOMBIANA DE LICITACIONES Y CONCESIONES SAS,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",8299,Otras actividades de servicio de apoyo a las empresas n.c.p.
900793991,AUTOPISTAS DEL NORDESTE SAS,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4210,Construcción de carreteras y vías de ferrocarril
811017000,INTERNACIONAL DE DISTRIBUCIONES DE VESTUARIO DE MODA SAS,ANTIOQUIA,LA ESTRELLA,1410,"Confección de prendas de vestir, excepto prendas de piel"
800041829,YOKOMOTOR S.A,ANTIOQUIA,MEDELLÍN,4511,Comercio de vehículos automotores nuevos
860516806,PERMODA LTDA,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",1410,"Confección de prendas de vestir, excepto prendas de piel"
900023333,AMOV COLOMBIA S.A.,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",6190,Otras actividades de telecomunicaciones
830017271,FEDERAL EXPRESS CORPORATION SUCURSAL COLOMBIA,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",5122,Transporte aéreo internacional de carga
900806600,RELIANZ MINING SOLUTIONS S.A.S.,ATLÁNTICO,SOLEDAD,3312,Mantenimiento y reparación especializado de maquinaria y equipo
900164755,ZONA FRANCA ARGOS S.A.S.,BOLÍVAR,CARTAGENA DE INDIAS,2394,"Fabricación de cemento, cal y yeso"
900326523,PRECISAGRO S.A.S.,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",2012,Fabricación de abonos y compuestos inorgánicos nitrogenados
860507033,VIGILANCIA Y SEGURIDAD LTDA,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",8010,Actividades de seguridad privada
860503159,PASH SAS,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4771,Comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados
890903024,COMERCIAL INTERNACIONAL DE EQUIPOS Y MAQUNARIA S.A.S ,ANTIOQUIA,MEDELLÍN,4511,Comercio de vehículos automotores nuevos
860002576,GENERAL DE EQUIPOS DE COLOMBIA S.A.,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4659,Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.
900462511,"""BRITISH AMERICAN TOBACCO COLOMBIA SAS""","BOGOTÁ, D.C.","BOGOTÁ, D.C.",4632,Comercio al por mayor de bebidas y tabaco
800068713,OLEODUCTO DE COLOMBIA S.A.,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4930,Transporte por tuberías
890900168,CERVECERIA UNIÓN SA,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",1103,"Producción de malta, elaboración de cervezas y otras bebidas malteadas"
800069933,COMODIN SAS,ANTIOQUIA,MEDELLÍN,1410,"Confección de prendas de vestir, excepto prendas de piel"
811008963,MULTIENLACE SAS,ANTIOQUIA,MEDELLÍN,8220,Actividades de centros de llamadas (call center)
900305404,VP INGENERGIA S.A. E.S.P.,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4661,"Comercio al por mayor de combustibles sólidos, líquidos, gaseosos y productos conexos"
890307200,CLÍNICA IMBANACO S.A.S.,VALLE DEL CAUCA,SANTIAGO DE CALI,8610,"Actividades de hospitales y clínicas, con internación"
860056150,BASF QUIMICA COLOMBIANA S.A.,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4664,"Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario"
890900148,PINTUCO COLOMBIA S.A.S,ANTIOQUIA,MEDELLÍN,2022,"Fabricación de pinturas, barnices y revestimientos similares, tintas para impresión y masillas"
900192711,CONSTRUCTORA CAPITAL BOGOTA SAS,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4111,Construcción de edificios residenciales
860007955,DETERGENTES LTDA.,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",2023,"Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador"
900365651,EMPRESA DE TRANSPORTE INTEGRADO DE BOGOTA SAS,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4921,Transporte de pasajeros
800048943,TAGHLEEF LATIN AMERICA S.A.   ,BOLÍVAR,CARTAGENA DE INDIAS,2221,Fabricación de formas básicas de plástico
830010337,SANOFI-AVENTIS DE COLOMBIA S.A.,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4645,"Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador"
900099234,SUCDEN COLOMBIA SAS ,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4620,Comercio al por mayor de materias primas agropecuarias; animales vivos
890102768,ORGANIZACION CLINICA GENERAL DEL NORTE S.A.S.,ATLÁNTICO,BARRANQUILLA,8621,"Actividades de la práctica médica, sin internación"
890922447,CONSTRUCCIONES EL CONDOR S.A,ANTIOQUIA,MEDELLÍN,4210,Construcción de carreteras y vías de ferrocarril
901121179,CANPACK COLOMBIA SAS,CUNDINAMARCA,TOCANCIPÁ,2599,Fabricación de otros productos elaborados de metal n.c.p.
811009244,CI COLOMBIAN MINT SAS,ANTIOQUIA,MEDELLÍN,2421,Industrias básicas de metales preciosos
900235088,TECPETROL COLOMBIA S.A.S.,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",0610,Extracción de petróleo crudo
890500726,NORTESANTANDEREANA DE GAS S.A. E.S.P.,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4661,"Comercio al por mayor de combustibles sólidos, líquidos, gaseosos y productos conexos"
817001773,ASOCIACIÓN INDÍGENA DEL CAUCA A.I.C. E.P.S.I.,CAUCA,POPAYÁN,8430,Actividades de planes de seguridad social de afiliación obligatoria
805003626,STF GROUP SA,VALLE DEL CAUCA,YUMBO,1410,"Confección de prendas de vestir, excepto prendas de piel"
800103052,ORACLE COLOMBIA LTDA,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",7490,"Otras actividades profesionales, científicas y técnicas n.c.p."
901354361,PARTNERS TELECOM COLOMBIA SAS,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",6120,Actividades de telecomunicaciones inalámbricas
860014659,DOW QUIMICA DE COLOMBIA S.A.,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",2013,Fabricación de plásticos en formas primarias
900862215,CONCESIONARIA VIAL DEL ORIENTE SAS,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4210,Construcción de carreteras y vías de ferrocarril
817001892,VATIA S.A. E.S.P.,VALLE DEL CAUCA,SANTIAGO DE CALI,3514,Comercialización de energía eléctrica
900319372,RED CARNICA SAS,CÓRDOBA,CIÉNAGA DE ORO,1011,Procesamiento y conservación de carne y productos cárnicos
860026753,ACESCO COLOMBIA S.A.S  ,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",2592,Tratamiento y revestimiento de metales; mecanizado
800020220,AGROINDUSTRIAL MOLINO SONORA AP SAS,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",1051,Elaboración de productos de molinería
800191700,CUEROS VELEZ SAS,ANTIOQUIA,MEDELLÍN,1521,"Fabricación de calzado de cuero y piel, con cualquier tipo de suela"
860002120,IBM DE COLOMBIA SAS,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4651,"Comercio al por mayor de computadores, equipo periférico y programas de informática"
890907163,COMPAÑIA INDUSTRIAL DE PRODUCTOS AGROPECUARIOS S.A.,ANTIOQUIA,BELLO,1090,Elaboración de alimentos preparados para animales
860005050,MEXICHEM COLOMBIA SAS,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",2229,Fabricación de artículos de plástico n.c.p.
890208788,UNIDROGAS S.A.S.,SANTANDER,FLORIDABLANCA,4645,"Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador"
830012157,THOMAS GREG & SONS LIMITED (GUERNSEY) S.A.,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",7020,Actividades de consultoría de gestión
891180001,ELECTRIFICADORA DEL HUILA S.A. E.S.P.,HUILA,NEIVA,3514,Comercialización de energía eléctrica
860020439,MONOMEROS COLOMBO VENEZOLANOS S.A.,ATLÁNTICO,BARRANQUILLA,2012,Fabricación de abonos y compuestos inorgánicos nitrogenados
891408584,FRISBY S.A. BIC,RISARALDA,PEREIRA,5612,Expendio por autoservicio de comidas preparadas
900497906,PUMA ENERGY COLOMBIA COMBUSTIBLES SAS,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4661,"Comercio al por mayor de combustibles sólidos, líquidos, gaseosos y productos conexos"
891300529,GRASAS S.A.,VALLE DEL CAUCA,BUGALAGRANDE,1032,Elaboración de aceites y grasas de origen vegetal refinados
901174177,NITROFERT SAS,ATLÁNTICO,BARRANQUILLA,4664,"Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario"
817000808,TECNOSUR S.A.S.,CAUCA,SANTANDER DE QUILICHAO,1709,Fabricación de otros artículos de papel y cartón
811028650,MADECENTRO COLOMBIA SAS,ANTIOQUIA,MEDELLÍN,4752,"Comercio al por menor de artículos de ferretería, pinturas y productos de vidrio en establecimientos especializados"
800236937,THE WALT DISNEY COMPANY COLOMBIA SA,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",6020,Actividades de programación y transmisión de televisión
805003351,TERMOVALLE S.A.S. E.S.P,VALLE DEL CAUCA,PALMIRA,3511,Generación de energía eléctrica
830112215,WORLD FUEL SERVICES COMPANY LLC SUCURSAL COLOMBIA,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4731,Comercio al por menor de combustible para automotores
860008448,MEALS MERCADEO DE ALIMENTOS DE COLOMBIA S.A.S.  ,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",1040,Elaboración de productos lácteos
860005265,GASEOSAS COLOMBIANAS S.A.S,ANTIOQUIA,MEDELLÍN,1104,"Elaboración de bebidas no alcohólicas, producción de aguas minerales y otras aguas embotelladas"
